0,Termid,RegdNo,Course,Grade,CA_100,MTT_50,ETT_100,ETP_100,Course_Att,MHRDName,CA_1,CA_2,CA_3,CA_4,Height,Weight,ScholarType,Direction,Gender,Medium,CourseType,ProgramType
13253,318192,4181776,TJZ53,A,82.0,22.0,60.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),62.0,10.0,7.0,3.0,158,94,Hostler,East,Female,Hindi,Theory,UG
13254,318192,4181776,TJZ54,B,50.0,29.0,43.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),17.0,10.0,9.0,14.0,158,94,Hostler,East,Female,Hindi,Theory,UG
13332,318192,4203776,TJZ157,A+,74.0,18.0,70.0,,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),74.0,0.0,0.0,0.0,159,41,Day Scholar,North,Male,English,Theory,UG
13333,318192,4203776,TJZ158,A,87.0,43.0,63.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),74.0,8.0,3.0,2.0,159,41,Day Scholar,North,Male,English,Theory,UG
13334,318192,4203776,TJZ161,A+,36.0,42.0,85.0,,73.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),20.0,9.0,6.0,1.0,159,41,Day Scholar,North,Male,English,Theory,UG
13335,318192,4203776,TJZ162,O,82.0,,,79.0,96.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),59.0,5.0,14.0,4.0,159,41,Day Scholar,North,Male,English,Theory,UG
13336,318192,4203776,TJZ38,C,58.0,28.0,40.0,,84.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),27.0,2.0,13.0,16.0,159,41,Day Scholar,North,Male,English,Theory,UG
13337,318192,4203776,TJZ39,B+,61.0,,,57.0,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),14.0,6.0,37.0,4.0,159,41,Day Scholar,North,Male,English,Theory,UG
13338,318192,4203776,TJZ392,B+,74.0,,,60.0,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),44.0,8.0,12.0,10.0,159,41,Day Scholar,North,Male,English,Theory,UG
13339,318192,4203776,TJZ416,C,35.0,,,65.0,81.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),2.0,10.0,7.0,16.0,159,41,Day Scholar,North,Male,English,Theory,UG
13340,318192,4203776,TJZ53,B+,85.0,18.0,53.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),37.0,24.0,18.0,6.0,159,41,Day Scholar,North,Male,English,Theory,UG
13341,318192,4203776,TJZ54,B,74.0,23.0,38.0,,81.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),74.0,0.0,0.0,0.0,159,41,Day Scholar,North,Male,English,Theory,UG
13342,318192,4204776,TJZ150,B,46.0,,,59.0,84.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),38.0,4.0,4.0,0.0,160,41,Hostler,West,Female,Hindi,Theory,UG
13343,318192,4204776,TJZ157,B,52.0,22.0,56.0,,84.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),46.0,2.0,3.0,1.0,160,41,Hostler,West,Female,Hindi,Theory,UG
13344,318192,4204776,TJZ158,C,62.0,15.0,49.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),57.0,2.0,0.0,3.0,160,41,Hostler,West,Female,Hindi,Theory,UG
13345,318192,4204776,TJZ161,E,20.0,9.0,42.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),16.0,1.0,1.0,2.0,160,41,Hostler,West,Female,Hindi,Theory,UG
13346,318192,4204776,TJZ162,B,42.0,,,54.0,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,11.0,11.0,7.0,160,41,Hostler,West,Female,Hindi,Theory,UG
13347,318192,4204776,TJZ38,B,59.0,34.0,32.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),59.0,0.0,0.0,0.0,160,41,Hostler,West,Female,Hindi,Theory,UG
13348,318192,4204776,TJZ39,E,40.0,,,40.0,21.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),4.0,34.0,0.0,2.0,160,41,Hostler,West,Female,Hindi,Theory,UG
13349,318192,4204776,TJZ476,C,52.0,,,30.0,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),27.0,5.0,0.0,20.0,160,41,Hostler,West,Female,Hindi,Theory,UG
13350,318192,4204776,TJZ53,C,36.0,23.0,43.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),16.0,19.0,0.0,1.0,160,41,Hostler,West,Female,Hindi,Theory,UG
13351,318192,4204776,TJZ993,D,55.0,15.0,32.0,,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),36.0,14.0,0.0,5.0,160,41,Hostler,West,Female,Hindi,Theory,UG
13399,318192,4214776,TJZ1081,A,92.0,,,60.0,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),35.0,23.0,11.0,23.0,184,41,Hostler,East,Female,English,Theory,UG
13400,318192,4214776,TJZ1410,A,87.0,,,73.0,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),49.0,25.0,1.0,12.0,184,41,Hostler,East,Female,English,Theory,UG
13401,318192,4214776,TJZ150,A+,83.0,,,86.0,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),78.0,4.0,1.0,0.0,184,41,Hostler,East,Female,English,Theory,UG
13402,318192,4214776,TJZ157,O,79.0,25.0,76.0,,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),9.0,50.0,11.0,9.0,184,41,Hostler,East,Female,English,Theory,UG
13403,318192,4214776,TJZ158,A+,77.0,40.0,72.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),48.0,26.0,3.0,0.0,184,41,Hostler,East,Female,English,Theory,UG
13404,318192,4214776,TJZ161,C,79.0,48.0,0.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),34.0,11.0,20.0,14.0,184,41,Hostler,East,Female,English,Theory,UG
13405,318192,4214776,TJZ162,O,74.0,,,87.0,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),74.0,0.0,0.0,0.0,184,41,Hostler,East,Female,English,Theory,UG
13406,318192,4214776,TJZ38,A,66.0,32.0,61.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),63.0,1.0,0.0,2.0,184,41,Hostler,East,Female,English,Theory,UG
13407,318192,4214776,TJZ39,A,60.0,,,67.0,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),5.0,15.0,30.0,10.0,184,41,Hostler,East,Female,English,Theory,UG
13408,318192,4214776,TJZ53,A+,100.0,39.0,69.0,,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,59.0,3.0,25.0,184,41,Hostler,East,Female,English,Theory,UG
13409,318192,4214776,TJZ843,A+,79.0,19.0,66.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),42.0,33.0,4.0,0.0,184,41,Hostler,East,Female,English,Theory,UG
13478,318192,4235776,TJZ157,D,47.0,7.0,45.0,,65.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),16.0,17.0,13.0,1.0,172,96,Day Scholar,South,Female,English,Theory,UG
13479,318192,4235776,TJZ158,C,74.0,18.0,40.0,,78.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),5.0,1.0,61.0,7.0,172,96,Day Scholar,South,Female,English,Theory,UG
13480,318192,4235776,TJZ161,C,39.0,35.0,42.0,,62.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),9.0,0.0,14.0,16.0,172,96,Day Scholar,South,Female,English,Theory,UG
13481,318192,4235776,TJZ162,A+,72.0,,,74.0,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),18.0,19.0,34.0,1.0,172,96,Day Scholar,South,Female,English,Theory,UG
13482,318192,4235776,TJZ38,B+,64.0,32.0,50.0,,84.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),26.0,15.0,4.0,19.0,172,96,Day Scholar,South,Female,English,Theory,UG
13483,318192,4235776,TJZ39,B+,49.0,,,71.0,78.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),40.0,0.0,8.0,1.0,172,96,Day Scholar,South,Female,English,Theory,UG
13484,318192,4235776,TJZ416,A+,86.0,,,84.0,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),71.0,4.0,9.0,2.0,172,96,Day Scholar,South,Female,English,Theory,UG
13485,318192,4235776,TJZ53,D,60.0,12.0,33.0,,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),54.0,4.0,1.0,1.0,172,96,Day Scholar,South,Female,English,Theory,UG
13486,318192,4235776,TJZ54,B,63.0,23.0,48.0,,81.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),36.0,7.0,15.0,5.0,172,96,Day Scholar,South,Female,English,Theory,UG
13487,318192,4235776,TJZ879,B+,53.0,,,77.0,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),20.0,23.0,3.0,7.0,172,96,Day Scholar,South,Female,English,Theory,UG
13488,318192,4235776,TJZ993,D,35.0,17.0,38.0,,70.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),24.0,7.0,4.0,0.0,172,96,Day Scholar,South,Female,English,Theory,UG
13498,318192,4237776,TJZ157,E,23.0,18.0,0.0,,74.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,6.0,0.0,4.0,155,64,Day Scholar,East,Male,English,Theory,UG
13499,318192,4237776,TJZ158,C,67.0,24.0,39.0,,58.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),46.0,0.0,11.0,10.0,155,64,Day Scholar,East,Male,English,Theory,UG
13500,318192,4237776,TJZ161,E,35.0,17.0,19.0,,84.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,12.0,0.0,0.0,155,64,Day Scholar,East,Male,English,Theory,UG
13501,318192,4237776,TJZ162,E,45.0,,,23.0,61.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,10.0,2.0,20.0,155,64,Day Scholar,East,Male,English,Theory,UG
13502,318192,4237776,TJZ38,C,51.0,19.0,39.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),50.0,0.0,0.0,1.0,155,64,Day Scholar,East,Male,English,Theory,UG
13503,318192,4237776,TJZ39,B+,67.0,,,56.0,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),2.0,48.0,8.0,9.0,155,64,Day Scholar,East,Male,English,Theory,UG
13504,318192,4237776,TJZ53,B+,97.0,22.0,42.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),92.0,4.0,0.0,1.0,155,64,Day Scholar,East,Male,English,Theory,UG
13505,318192,4237776,TJZ54,E,40.0,19.0,23.0,,76.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),40.0,0.0,0.0,0.0,155,64,Day Scholar,East,Male,English,Theory,UG
13506,318192,4237776,TJZ660,E,90.0,13.0,0.0,,65.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),44.0,6.0,0.0,40.0,155,64,Day Scholar,East,Male,English,Theory,UG
13507,318192,4237776,TJZ877,B+,47.0,,,85.0,46.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),35.0,2.0,1.0,9.0,155,64,Day Scholar,East,Male,English,Theory,UG
13646,318192,4259776,TJZ1022,C,62.0,15.0,33.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),41.0,1.0,9.0,11.0,156,57,Hostler,East,Female,English,Theory,UG
13647,318192,4259776,TJZ1073,B+,47.0,,,59.0,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),26.0,0.0,15.0,6.0,156,57,Hostler,East,Female,English,Theory,UG
13648,318192,4259776,TJZ157,A,54.0,13.0,66.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),27.0,8.0,16.0,3.0,156,57,Hostler,East,Female,English,Theory,UG
13649,318192,4259776,TJZ158,B+,62.0,37.0,50.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),41.0,9.0,1.0,11.0,156,57,Hostler,East,Female,English,Theory,UG
13650,318192,4259776,TJZ161,O,62.0,43.0,79.0,,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,0.0,25.0,24.0,156,57,Hostler,East,Female,English,Theory,UG
13651,318192,4259776,TJZ162,A+,65.0,,,77.0,97.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),15.0,7.0,13.0,30.0,156,57,Hostler,East,Female,English,Theory,UG
13652,318192,4259776,TJZ38,B+,42.0,22.0,59.0,,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),29.0,10.0,3.0,0.0,156,57,Hostler,East,Female,English,Theory,UG
13653,318192,4259776,TJZ39,A,65.0,,,67.0,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),41.0,24.0,0.0,0.0,156,57,Hostler,East,Female,English,Theory,UG
13654,318192,4259776,TJZ416,A,84.0,,,67.0,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),41.0,7.0,17.0,19.0,156,57,Hostler,East,Female,English,Theory,UG
13655,318192,4259776,TJZ53,B,67.0,22.0,46.0,,96.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,21.0,0.0,23.0,156,57,Hostler,East,Female,English,Theory,UG
13656,318192,4259776,TJZ54,C,57.0,18.0,42.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),7.0,1.0,26.0,23.0,156,57,Hostler,East,Female,English,Theory,UG
13723,318192,4274776,TJZ157,B,52.0,17.0,56.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),46.0,2.0,3.0,1.0,177,83,Hostler,North,Female,English,Theory,UG
13724,318192,4274776,TJZ158,A,77.0,32.0,60.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),55.0,10.0,8.0,4.0,177,83,Hostler,North,Female,English,Theory,UG
13725,318192,4274776,TJZ161,A+,60.0,42.0,62.0,,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),39.0,20.0,1.0,0.0,177,83,Hostler,North,Female,English,Theory,UG
13726,318192,4274776,TJZ162,A,58.0,,,61.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),31.0,23.0,2.0,2.0,177,83,Hostler,North,Female,English,Theory,UG
13727,318192,4274776,TJZ336,A+,75.0,,,73.0,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),49.0,25.0,0.0,1.0,177,83,Hostler,North,Female,English,Theory,UG
13728,318192,4274776,TJZ38,B,58.0,25.0,36.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),29.0,3.0,24.0,2.0,177,83,Hostler,North,Female,English,Theory,UG
13729,318192,4274776,TJZ39,B+,63.0,,,62.0,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),50.0,10.0,2.0,1.0,177,83,Hostler,North,Female,English,Theory,UG
13730,318192,4274776,TJZ476,A,60.0,,,72.0,63.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),6.0,23.0,25.0,6.0,177,83,Hostler,North,Female,English,Theory,UG
13731,318192,4274776,TJZ53,B,51.0,24.0,48.0,,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),27.0,3.0,18.0,3.0,177,83,Hostler,North,Female,English,Theory,UG
13732,318192,4274776,TJZ575,A,71.0,25.0,53.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),46.0,10.0,11.0,4.0,177,83,Hostler,North,Female,English,Theory,UG
13814,318192,4295776,TJZ157,O,76.0,27.0,70.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),39.0,24.0,9.0,4.0,158,61,Day Scholar,South,Male,English,Theory,UG
13815,318192,4295776,TJZ158,B+,65.0,34.0,48.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),24.0,13.0,15.0,13.0,158,61,Day Scholar,South,Male,English,Theory,UG
13816,318192,4295776,TJZ161,O,67.0,44.0,70.0,,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),27.0,9.0,25.0,6.0,158,61,Day Scholar,South,Male,English,Theory,UG
13817,318192,4295776,TJZ162,A+,76.0,,,77.0,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),42.0,16.0,12.0,6.0,158,61,Day Scholar,South,Male,English,Theory,UG
13818,318192,4295776,TJZ1696,A+,90.0,,,85.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),17.0,37.0,26.0,10.0,158,61,Day Scholar,South,Male,English,Theory,UG
13819,318192,4295776,TJZ37,O,67.0,40.0,72.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),31.0,0.0,30.0,6.0,158,61,Day Scholar,South,Male,English,Theory,UG
13820,318192,4295776,TJZ38,A+,77.0,44.0,73.0,,96.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),61.0,0.0,11.0,5.0,158,61,Day Scholar,South,Male,English,Theory,UG
13821,318192,4295776,TJZ39,A,61.0,,,64.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),57.0,4.0,0.0,0.0,158,61,Day Scholar,South,Male,English,Theory,UG
13822,318192,4295776,TJZ53,A,85.0,35.0,45.0,,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),31.0,34.0,6.0,14.0,158,61,Day Scholar,South,Male,English,Theory,UG
13823,318192,4295776,TJZ54,A+,70.0,28.0,59.0,,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),53.0,7.0,2.0,8.0,158,61,Day Scholar,South,Male,English,Theory,UG
13951,318192,4320776,TJZ118,A+,72.0,34.0,58.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),21.0,21.0,1.0,29.0,176,94,Hostler,North,Female,English,Theory,UG
13952,318192,4320776,TJZ150,B+,56.0,,,75.0,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,39.0,1.0,3.0,176,94,Hostler,North,Female,English,Theory,UG
13953,318192,4320776,TJZ157,A+,64.0,15.0,68.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),52.0,12.0,0.0,0.0,176,94,Hostler,North,Female,English,Theory,UG
13954,318192,4320776,TJZ158,A,65.0,32.0,65.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),4.0,58.0,0.0,3.0,176,94,Hostler,North,Female,English,Theory,UG
13955,318192,4320776,TJZ161,A+,60.0,40.0,68.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),20.0,6.0,34.0,0.0,176,94,Hostler,North,Female,English,Theory,UG
13956,318192,4320776,TJZ162,A,57.0,,,70.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),47.0,8.0,1.0,1.0,176,94,Hostler,North,Female,English,Theory,UG
13957,318192,4320776,TJZ38,C,52.0,24.0,28.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),7.0,16.0,24.0,5.0,176,94,Hostler,North,Female,English,Theory,UG
